ProviderID,Provider Name,Email,Postal address,Centre address,Telephone no,House Number,StreetName,Suburb,Postal Code,Website,ContactName,ContactSurname,ID
498,DANKBAAR,,,"DISALAAN, RIVIERSONDEREND, RIVIERSONDEREND",028-2611286,Rough Work,DISALAAN,RIVIERSONDEREND,,,,,679
499,Dantall,chantal@dantal.co.za,P.O.Box 239 Newlands 7725,49 Roodebloem Road Woodstock Cape Town Western Cape 7925,021-4245736,Rough Work,49 Roodebloem Road Woodstock Cape Town Western Cape 7925,,7925,,,,680
5, HEUNIS ENGINEERING (Saldanha),heunusmf@imaginet.co.za,"P O Box 472, SALDANHA, 7395","Verolme Kamp Street, SALDANHA, 7395",022 714 4114,Rough Work,Verolme Kamp Street,SALDANHA,7395,,,,681
50, OMNI HR Consulting (Pty) Ltd (CAPE TOWN) (Non Merseta TP),www.omnihrc.com,,,27 21 685 9160,Rough Work,,,,,,,682
500,DanTall Pty Ltd,chantal@dantall.co.za,"49 Roodebloem Road, Woodstock Cape Town 8001","49 Roodebloem Road, Woodstock Cape Town 8001",021-424 5736,Rough Work,49 Roodebloem Road,Woodstock Cape Town 8001,8001,,,,683
501,DARLING CLC,,,"VOORUITSIG PRIMARY, DURBAN STREET, DARLING",022-4864541,Rough Work,VOORUITSIG PRIMARY,DURBAN STREET,,,,,684
502,DASBOSCH,,,"LONG STREET, DASBOSCH, PORTERVILLE",022-9313947,Rough Work,LONG STREET,DASBOSCH,,,,,685
503,Dataforce Trading 225 (Pty) Ltd t/a Smart Brain,brand.smartbrain@gmail.com,39 John X Merriman Street Cape Town 7530,39 John X Merriman Street Cape Town 7530,021-945 3623,Rough Work,39 John X Merriman Street Cape Town 7530,,7530,,,,686
504,DAV PROFESSIONAL PLACEMENT GROUP ,cptinfo@dav.co.za,"PO Box 6805, Roggebaai, 8012","45 Sir Lowry Road, Woodstock, 7925",021 468 7000,Rough Work,45 Sir Lowry Road,Woodstock,7925,,,,687
505,DCCT ALPF,,,"GORDON RD, HEATHFIELD, HEATHFIELD",021-7127904,Rough Work,GORDON RD,HEATHFIELD,,,,,688
506,De Compu School Malmesbury cc,dcsm@mweb.co.za,No 8 Duthie Street Malmesbury 7300,No 8 Duthie Street Malmesbury Western Cape 7300,022- 482-1100,Rough Work,No 8 Duthie Street Malmesbury Western Cape 7300,,,,,,689
507,DE DOORNS ALC,,,"PEOPLE'S CENTRE, DE DOORNS - EAST, DE DOORNS",021-8642418,Rough Work,PEOPLE'S CENTRE,DE DOORNS - EAST,,,,,690
508,DE LA ROCHE,,,"DE LA ROCHE, HOOFSTRAAT, NOORDER PAARL",021-8642418,Rough Work,DE LA ROCHE,HOOFSTRAAT,,,,,691
509,DE RUST,,,"DE RUST SECONDARY, DE RUST, 2ND AVENUE, OUDTSHOORN",044-2793253,Rough Work,DE RUST SECONDARY,DE RUST,,,,,692
51, OPTIMUM LEARNING TECHNOLOGIES (PTY) LTD (Goodwood) (Non Merseta TP),,,,,Rough Work,,,,,,,693
510,DE RUST FUTURA GEMEENSKAPS LEERSENTRUM,,,"PATRYSLAAGTYE, DE RUST LANDGOED, GRABOUW",021-8440448,Rough Work,PATRYSLAAGTYE,DE RUST LANDGOED,,,,,694
511,DE TUINLANDGOED,,,"DE TUINLANDGOED, HALFMANSHOF, PORTERVILLE",022-9313947,Rough Work,DE TUINLANDGOED,HALFMANSHOF,,,,,695
512,De Villiers Broodryk Paarl Ingelyf ,,"PO BOX 251, PAARL, 7620","10 VAN DER LINGEN STREET, PAARL, WESTERN CAPE, ZA",(021) 872-3172,Rough Work,10 VAN DER LINGEN STREET,PAARL,,,,,696
513,De Vries Manangement and Training Services,roydevries@telkomsa.net,"20 MARGARET STREET, GAYLEE, BLACKHEATH, 7580","20 MARGARET STREET, GAYLEE, BLACKHEATH, 7580",(021) 905 6360,Rough Work,20 MARGARET STREET,GAYLEE,7580,,,,697
515,DELFT CLC,,,"SUNRAY PRIMARY, MAIN ROAD, DELFT",073-5976374,Rough Work,SUNRAY PRIMARY,MAIN ROAD,,,,,698
516,DELFT SOUTH,,,"SUNRAY PRIMARY, DELFT MAIN ROAD, DELFT",073-5976374,Rough Work,SUNRAY PRIMARY,DELFT MAIN ROAD,,,,,699
52, Optimum Learning Technologies (Pty) Ltd (ROSENPARK) (TP),www.optimumlearn.com,,"1st Floor, Block D, Belvedere Office Park,, Rosen Park, Cape Town",219 142 127,Rough Work,"1st Floor,  Block D",Belvedere Office Park,,,,,700
523,Development Bank of Southern Africa (DBSA),webmaster@dbsa.org ,PO Box 1234 Halfway House 1685,Development Bank of Southern Africa  Headway Hill  1258 Lever Rd Midrand,011  313 3911,Rough Work,Development Bank of Southern Africa  Headway Hill  1258 Lever Rd Midrand,,,,,,701
524,Development Bank of Southern Africa (DBSA) ,webmaster@dbsa.org ,PO Box 1234 Halfway House 1685,Development Bank of Southern Africa  Headway Hill  1258 Lever Rd Midrand,011  313 3911,Rough Work,Development Bank of Southern Africa  Headway Hill  1258 Lever Rd Midrand,,,,,,702
525,DIAZVILLE ALC,,,"DIAZVILLE PRIMARY, VRAAGOM STREET, DIAZVILLE",072-5501231,Rough Work,DIAZVILLE PRIMARY,VRAAGOM STREET,,,,,703
526,DIE DUINE ALC,,,"SECOND AVENUE, LOTUS RIVER, CAPE TOWN",021-7034165,Rough Work,SECOND AVENUE,LOTUS RIVER,,,,,704
527,DIE HOEK,,,"DIE HOEK FARMS, EN BO DOORNRIVIER, WORCESTER",028-8400961,Rough Work,DIE HOEK FARMS,EN BO DOORNRIVIER,,,,,705
528,Die Nooitgedacht Pers cc,,19A Woodlands Road,19A Woodlands Road,214487751,Rough Work,19A Woodlands Road,,,,,,706
53, OWENS AUTO (Epping Industria),,"99C Bofors Circle, EPPING, 7460","99C Bofors Circle, EPPING, 7460",021 3850525,Rough Work,99C Bofors Circle,EPPING,7460,,,,707
530,DIE ONS WERELD CLC,,,"VAN EYCK AVENUE, LADISMITH SEKONDER, LADISMITH",044-2793253,Rough Work,VAN EYCK AVENUE,LADISMITH SEKONDER,,,,,708
531,DIE POORT,,,"DIE POORT, UITZIG FARM (N7), CITRUSDAL",021-6921355,Rough Work,DIE POORT,UITZIG FARM (N7),,,,,709
532,DILIZUNGAZI,,,"JABAVU ROAD, KWA-MANDLENKOSI, BEAUFORT WEST",023-4143834,Rough Work,JABAVU ROAD,KWA-MANDLENKOSI,,,,,710
533,Dimensional Stunt School,admin@stuntschool.co.za,P.O.Box 717 Greenpoint CAPE TOWN Western Cape 8071,9 Bree Street  Touchstone House CAPE TOWN 8000,021-4256431,Rough Work,9 Bree Street  Touchstone House CAPE TOWN 8000,,,,,,711
535,DISTELL (PTY) LTD.,ddippenaar@distell.co.za,PO Box 184 Stellenbosch 7599,Libertas Building Adam Tas Street,021-8097662,Rough Work,Libertas Building Adam Tas Street,,,,,,712
538,Divfood Paarl,,Van der Stel Street,Van der Stel Street,218682030,Rough Work,Van der Stel Street,,,,,,713
539,Divfood Paarl,EP.Basson2@za.nampak.com,P O BOX 388,,021- 868 2030,Van der Stel Street,Daljosaphat,PAARL,7620,,EP.Basson,,714
540,DNL Training,rowan@dnltraining.com,P O BOX 6655 WELGEMOED 1 7538,6 CONSTANTIA MEWS CONSTANTIA ROAD DURBANVILLE 7550,021-9750001,Rough Work,6 CONSTANTIA MEWS CONSTANTIA ROAD DURBANVILLE 7550,,,,,,715
542,DOORNRIVIER ALC,,,"NIEUWE MORGEN PRIM, SCHERPENHEUWEL, WORCESTER",023-3427633,Rough Work,NIEUWE MORGEN PRIM,SCHERPENHEUWEL,,,,,716
543,DORINGBAAI,,,"MANDELA STREET, VANRHYNSDORP, VANRHYNSDORP",027-2192031,Rough Work,MANDELA STREET,VANRHYNSDORP,,,,,717
544,DRAKENSTEIN KORREKTIEWE DIENSTE,,,"DRAKENSTEIN PRISON, WEMMERSHOEK ROAD, PAARL",021-8648118,Rough Work,DRAKENSTEIN PRISON,WEMMERSHOEK ROAD,,,,,718
545,Drukkor Printing,,7 Hibernia Street,7 Hibernia Street,448744435,Rough Work,7 Hibernia Street,,,,,,719
547,DRW Consultancy Enterprises CC,deon@mindmagic.co.za,0,0,021-4487112,Rough Work,0,,,,,,720
549,DUENS BAKERY,Saskofoods@121group.co.za,PO Box 319 Eppinndust Western Cape 7475,17 Fisher Avenue Eppinndust,021-5344786,Rough Work,17 Fisher Avenue Eppinndust,,,,,,721
550,Durbanville College (Pty) Ltd,info@durbanvilecollege.ac.za,P O Box 1668 DURBANVILLE 3551,"2, The Crescent, Durbanville, 7550",(021) 975-1038,Rough Work,2,The Crescent,7550,,,,722
552,DWARSRIVIER CORRECTIONALSERVICES,,,"DWARSRIVIER CORRECTIONAL SERVI,DE LIEDFE ROAD, WOLSELEY",023-2311011,Rough Work,DWARSRIVIER CORRECTIONAL SERVI,DE LIEDFE ROAD,,,,,723
553,Dyna Training Pty Ltd,dynaindu@iafrica.com,PO BOX 619 ROGGEBAAI 1 8012,UNIT D7 COLLINGWOOD BUILDING BLACKRIVER PARK FIR STREET OBSERVATORY 7925,021-4476547,Rough Work,UNIT D7 COLLINGWOOD BUILDING BLACKRIVER PARK FIR STREET OBSERVATORY 7925,,,,,,724
554,Dyna Training Pty Ltd,nqplus@iafrica.com,"Unit D7, Collingwood Building, Black River Park, Observatory Cape Town 7925","Unit D7, Collingwood Building, Black River Park, Observatory Cape Town 7925",021-5565856,Rough Work,Unit D7,Collingwood Building,,,,,725
555,Dynamiq Staffing Solutions,mooneera@zikhethele.co.za,P O Box 6920 Roggebaai 8012,South Arm Road Duncan Dock Cape Town Harbour Cape Town 8000,021-401 8737,Rough Work,South Arm Road Duncan Dock Cape Town Harbour Cape Town 8000,,,,,,726
556,Dynamix Computer Training Center,,P O Box 11383 Bloubergrant 7443,"9th Floor, Manhattan Plaza 100 Edward Road Tygervalley  Western Cape 7443",021-9140441,Rough Work,9th Floor,Manhattan Plaza 100 Edward Road Tygervalley  Western Cape 7443,,,,,727
557,Dynamix Computer Training Center,0,P O Box 11383 Bloubergrant 7443,"9th Floor, Manhattan Plaza 100 Edward Road Tygervalley  Western Cape 7443",021-9140441,Rough Work,9th Floor,Manhattan Plaza 100 Edward Road Tygervalley  Western Cape 7443,,,,,728
558,DYSSELDORP,,,"DYSSELDORP PRIMARY, DYSSELS ROAD, DYSSELSDORP",044-2793253,Rough Work,DYSSELDORP PRIMARY,DYSSELS ROAD,,,,,729
559,E Salomon & Co ,esalomon@salomon.co.za,PO Box 3302 Tygervalley 7536,"2 Canal Side, Heron Crescent, Century City, Cape Town",0215527905,Rough Work,2 Canal Side,Heron Crescent,,,,,730
56, PALMERS WROUGHT IRON WORKS (Beaconvale),,"P.O. Box 356 Elsies River, 7480","6 MCGREGOR ST, BEACONVALE, PAROW,7500",(021) 931-2280,Rough Work,6 MCGREGOR ST,BEACONVALE,7500,,,,731
560,Early Learning Foundation Montessori Teacher Training,elfmontessori@gmail.com,P O Box 493 Woodstock Cape Town 7915,69 Main Road Mowbray 7700,021-685 8119,Rough Work,69 Main Road Mowbray 7700,,,,,,732
561,Early Learning Resource Unit (ELRU): Cape Educational Trust t/a,ursula@elru.co.za,PO Box 36353 Glosderry 7702,19 Flamingo Crescent Lansdowne 7780,021-7627500,Rough Work,19 Flamingo Crescent Lansdowne 7780,,,,,,733
562,EBENHAESER VOLWASSE ONDERRIGSENTRUM,,,"SKOOLSTRAAT, EBENHAUSER, VREDENDAL",0-,Rough Work,SKOOLSTRAAT,EBENHAUSER,,,,,734
563,ECA SA Cape Town,,"46 New Market Street, Cape Town","46 New Market Street, Cape Town",,Rough Work,46 New Market Street,Cape Town,,,,,735
564,ECD CONSULTING SERVICES,ursula@elru.co.za,P O BOX 351 ATHLONE CAPE TOWN 7760,C/O GRASS ROOTS TRUST SUITE 35 A KLIP FONTEIN ROAD ATHLONE 7700,021-6378158,Rough Work,C/O GRASS ROOTS TRUST SUITE 35 A KLIP FONTEIN ROAD ATHLONE 7700,,,,,,736
566,EDENDALE COMMUNITY LEARNING CENTRE,,,"EDENDALE PRIMARY, C/O MANENBERG & PHILLIPPI CIRC,MANENBERG",021-6910133,Rough Work,EDENDALE PRIMARY,C/O MANENBERG & PHILLIPPI CIRC,,,,,737
568,EDUCATION FOR AFRICA LC,,,"PETUNIA STREET, SILVERTOWN, ATHLONE",021-6961178,Rough Work,PETUNIA STREET,SILVERTOWN,,,,,738
569,EERSTE RIVER CLC,,,"EERSTERIVER SECONDARY SCHOOL, BEVERLY STREET, EERSTE RIVER",021-9045802,Rough Work,EERSTERIVER SECONDARY SCHOOL,BEVERLY STREET,,,,,739
57, PAT TRAINING SOLUTIONS T/A PETROL ATTENDANTS TRAINING (Goodwood)(TP),,,"Address: 73 Steward Street, Goodwood",21  592 1437,Rough Work,Address: 73 Steward Street,Goodwood,,,,,740
570,Ekhozi Rural Development Services,tphillips@netactive.co.za,P.O.Box 11576 Bloubergrant Cape Town Cape Town Metro Urban 7443,Ekhozi Rural Development Services NO 12 Daalder Close Strand Cape Town Metro Urban 7443,021-8532691,Rough Work,Ekhozi Rural Development Services NO 12 Daalder Close Strand Cape Town Metro Urban 7443,,,,,,741
571,EKUHLALENI COMMUNITY PRESCHOOL PROJECT,,,"SITHANDATHU AVENUE, NYANGA MEDICAL CENTRE, NYANGA",021-3861265,Rough Work,SITHANDATHU AVENUE,NYANGA MEDICAL CENTRE,,,,,742
572,Ekuhlaleni Community Preschool Project,,P O Box 408 Athlone 7764,Sithandathu Avenue Medical Centre Nyanga 7755,021- 386-9298,Rough Work,Sithandathu Avenue Medical Centre Nyanga 7755,,,,,,743
573,ELANDSBAAI CLC,,,"MAIN ROAD, ELANDS BAY, ELANDS BAY",027-4822223,Rough Work,MAIN ROAD,ELANDS BAY,,,,,744
574,ELANDSRIVIER,,,"ELANDSRIVIER PRIMARY, VILLIERSDORP, VILLIERSDORP",028-8400961,Rough Work,ELANDSRIVIER PRIMARY,VILLIERSDORP,,,,,745
576,Elgin Community College,admin@elf1.co.za,P O Box 654 Grabouw 7160,9 Appletiser Road Grabouw 7160,021- 848 9413,Rough Work,9 Appletiser Road Grabouw 7160,,,,,,746
577,Elgin Community College,gail@elginlearning.org.za,P.O Box 654 Grabouw Theewaterskloof Urban 7160,"Elgin Community College 09 Appletiser Road , Elgin Grabouw Theewaterskloof Urban 7160",021-848 9413,Rough Work,Elgin Community College 09 Appletiser Road,Elgin Grabouw Theewaterskloof Urban 7160,,,,,747
578,Elgin Community College,gail@elginlearning.org.za,P.O.Box 654 Grabouw Cape Town 7160,9 Appeltiser Road Elgin Cape Town Western Cape 7180,021- 848 9413,Rough Work,9 Appeltiser Road Elgin Cape Town Western Cape 7180,,,,,,748
579,ELGIN COMMUNITY LEARNING CENTRE,,,"APPLEISER ROAD, ELGIN, GRABOUW",021-8489413,Rough Work,APPLEISER ROAD,ELGIN,,,,,749
58, Patrick Kuhn Investments cc T/A Career Orientated Centre (COC) (RETREAT) (TP),,,,,Rough Work,,,,,,,750
582,ELSIES RIVER ADULT EDUCATION AND TRAINI,,,"BOWLER STRAAT, LEONSDALE, ELSIES RIVIER",021-9335619,Rough Work,BOWLER STRAAT,LEONSDALE,,,,,751
585,English Language School of Cape Town cc,infor@englishlanguage.co.za,"1st Floor Leadership House, 40 Shortmarket Street, Cape Town, 8000","1st Floor Leadership House, 40 Shortmarket Street, Cape Town, 8000",021-422 0000,Rough Work,1st Floor Leadership House,40 Shortmarket Street,8000,,,,752
586,English Safari cc,phil@englishforafrica.co.za,7 Rael Street Tamboeis Kloof Cape Town,7 Rael Street Tamboeis Kloof Cape Town,021- 424 8577,Rough Work,7 Rael Street Tamboeis Kloof Cape Town,,,,,,753
588,Eskom  Ankerlig Power Station,johans@eseta.org.za,P O Box 3487 Tygervalley 7536,Eskom Ankerlig Power Station Atlantis Industrial Tygervalley 7536,219 415 842,Rough Work,Eskom Ankerlig Power Station Atlantis Industrial Tygervalley 7536,,,,,,754
589,Eskom Generation - Palmiet Pump Storage Grabouw,L.Viljoen@eskom.co.za,15 Pasita Street Rosenpark Bellville 7536,15 Pasita Street Rosenpark Bellville 7536,219 415 842,Rough Work,15 Pasita Street Rosenpark Bellville 7536,,7536,,,,755
59, PERCKLEEN DRY CLEANERS cc T/A AIRPORT AUTO SERVICES (Airport Industria),airportauto@mweb.co.za,"P O Box 70, CAPE TOWN INTERNATIONAL AIRPORT, 7525","Montreal Drive, AIRPORT INDUSTRIA, 7525",021 386-1844,Rough Work,Montreal Drive,AIRPORT INDUSTRIA,7525,,,,756
590,Eskom GX: Peaking Power Station,singh.roby@eskom.co.za,15 Pasita Street Rosenpark Bellville 7536,15 Pasita Street Rosenpark Bellville 7536,021 9415792; 084 500 0275,Rough Work,15 Pasita Street Rosenpark Bellville 7536,,7536,,,,757
592,Eskom GX: Peaking Power Station,viljoenl@eskom.co.za,15 Pasita Street Rosenpark Bellville 7536,15 Pasita Street Rosenpark Bellville 7536,219 415 842,Rough Work,15 Pasita Street Rosenpark Bellville 7536,,7536,,,,758
593,Eskom Koeberg - EE - Generation & Trade Test Centre,johans@eseta.org.za,Eskom Koeberg - Electrical Eng. GX Private Bag X10 Kernkrag 7441,R27 West Coast Road Melkbosstrand 7440,215 504 952,Rough Work,R27 West Coast Road Melkbosstrand 7440,,7440,,,,759
595,Eskom Koeberg - Radiation Protection,William.Buck@eskom.co.za,Koeberg Nuclear Power Station Private Bag X10 Kernkrag 7440,Off Westcoast Road Melkbosstrand  Cape Town 7440,021 550 5559; 074 410 1676,Rough Work,Off Westcoast Road Melkbosstrand  Cape Town 7440,,7440,,,,760
596,Eskom Koeberg Nuclear Power Station PPO,william.buck@eskom.co.za,"Private Box X10 Kenkrag,  7441",R27 West Coast Road Melkbosstrand,215504952,Rough Work,R27 West Coast Road Melkbosstrand,,,,,,761
6, HOOFWEG 189 MOTORS (EDMS) BPK T/A PEUGEOT HELDERBERG (Strand),jventer@rolagrp.co.za,"P O Box 48, STRAND, 7139","Cnr Mill & Langewegger Street, STRAND, 7140",021 854-7300,Rough Work,Cnr Mill & Langewegger Street,STRAND,7140,,,,762
600,Exacct Accounting CC ,admin@exacct.co.za,"PO BOX 832, STELLENBOSCH, 7599","CARPE DIEM BUILDING, BLOCK A, TECHNO PARK, QUANTUM STREET, STELLENBOSCH, WESTERN CAPE, ZA,",(021) 880-2500,Rough Work,CARPE DIEM BUILDING; BLOCK A; TECHNO PARK; QUANTUM STREET,STELLENBOSCH,,,,,763
602,Executive Coaching and Facilitation,Santie@execoach.co.za,The Bird Hide 29 Green Close Parow 7500,The Bird Hide 29 Green Close Parow 7500,021- 595 1700,Rough Work,The Bird Hide 29 Green Close Parow 7500,,7500,,,,764
605,EXERCISE TEACHERS ACADEMY,capetown@etasa.co.za,,,216711060,Western Province Cricket Club,Sport Centre,Rondebosch,7700,,,,765
608,EXERCISE TEACHERS ACADEMY,linda@etasa.co.za,,,112322232,The Woodmill,Vredenburg Road,Stellenbosch,7600,,,,766
609,EXERCISE TEACHERS ACADEMY,louisa@etasa.co.za,,,216838342,Western Province Cricket Club,Sport Centre,Rondebosch,7700,,,,767
610,Exercise Teachers Academy (Pty) Ltd t/a ETA,Linda@etasa.co.za,PO Box 694 RONDEBOSCH 7701,"WPCC Sports Centre, Avenue de Mist, Rondebosch,7700",(021) 671 1060,Rough Work,WPCC Sports Centre;  Avenue de Mist,Rondebosch,7700,,,,768
611,Express Training cc,Santie@execoach.co.za,P O BOX 26116 HOUTBAY 7872,17 NOOITGEDACHT DRIVE HOUTBAY 7872,021-790 2000,Rough Work,17 NOOITGEDACHT DRIVE HOUTBAY 7872,,7872,,,,769
612,EZELFONTEIN,,,"LYELL STREET, CERES, CERE",023-316 2748,Rough Work,LYELL STREET,CERES,,,,,770
613,EZIQHAMENI ALC,,,"LYELL STREET, HAMLET, CERES",023-3162748,Rough Work,LYELL STREET,HAMLET,,,,,771
614,False Bay College,cassie.kruger@falsebay.org,1st Floor Tokai - On – Main Tokai 7945,1st Floor Tokai - On – Main Tokai Western Cape 7945,021-7121080,Rough Work,1st Floor Tokai - On – Main Tokai Western Cape 7945,,7945,,,,772
616,False Bay College - Westlake Campus,bradley.schrikker@falsebay.org.za,False Bay College - Westlake Campus Westlake Business Park Westlake Drive Tokai 7945,False Bay College - Westlake Campus Westlake Business Park Westlake Drive Tokai 7945,217 011 340,Rough Work,False Bay College - Westlake Campus Westlake Business Park Westlake Drive Tokai 7945,,7945,,,,773
617,False Bay College (Westlake Campus) (CAPE TOWN) (TP),willemien.rossouw@falsebay.org.za,"Private Bag X25, TOKAI, 7966","Westlake Drive, Westlake, TOKAI, 7966",021 003-0600,Rough Work,Westlake Drive,Westlake,7966,,,,774
618,False Bay FET College,Beverley.shepherd@falsebay.org.za,"P.O. Box 22488, Fish Hoek, 7974","Corner 7th Avenue & Kommetjie Road, Fish Hoek",021- 782-0144,,Corner 7th Avenue & Kommetjie Road,Fish Hoek,,,Bev,Shepherd,775
619,False Bay FET College,daniel.meyer@falsebay.org.za,Private Bag X17 Tokai 7966,Westlake Drive Westlake,021-701-1340,,Westlake Drive,Westlake,,,Daniel,Meyer,776
62, Plastics Federation of South Africa (MAITLAND) (TP),,,,,Rough Work,,,,,,,777
620,False Bay FET College,lungisa.mbulawa@falsebay.org.za,P O Box 376 Mitchell's Plain 7785,Mew Way Khayelitsha,021-361-3430,,Mew Way,Khayelitsha,,,Lungisa,Mbulawa,778
621,False Bay FET College,mariaana.herne@falsebay.org.za,Private Bag X003 Muizenberg 7950,Ground Floor Cinnabar Building Main Rd Muizenberg,021-788-8373,,York Rd,Muizenberg,,,Mariaana,Herne,779
622,False Bay FET College,souchan.jackson@falsebay.org.za,0,"C/o of Portlands Primary School, Kunene Rd Mitchells Plain",021-391-0717,Spine Road High School,Cnr Spine and Merrydale Roads,Mitchell's Plain,,,Souchan,Jackson,780
623,FALSE BAY SECURITY BK ,fbs@global.co.za,"PO Box 1960, Bellville, 7535","6 Huguenot St, Bellville, 7530",219 489 958,Rough Work,6 Huguenot St,Bellville,7530,,,,781
624,FALSEBAY COLLEGE,,"Westlake Drive, Westlake, Tokai, 7966","Westlake Drive, Westlake, Tokai, 7966",210330600,Rough Work,Westlake Drive,Westlake,7966,,,,782
625,Faranani Facilitation Services,janine@farananiservices.co.za,P O BOX 457 PLUMSTEAD 7801,45 Tokai Road Cape Town 7945,021-713 4691,Rough Work,45 Tokai Road Cape Town 7945,,7945,,,,783
626,Farhenheit Fire CC,training@sdta.co.za,P O BOX 1365 Brackenfell 7561,No.1 Tiny Naude Street Brackenfel 7560,021- 982 3473,Rough Work,No.1 Tiny Naude Street Brackenfel 7560,,7560,,,,784
627,FBI CONTROL AND CCTV CC ,fbi-capetown@mweb.co.za,Unit 137 Platinum Junction School Street Milnerton 7441,Unit 137 Platinum Junction School Street Milnerton 7441,021-552-4644,Rough Work,Unit 137 Platinum Junction School Street Milnerton 7441,,7441,,,,785
632,Festo (Pty) Limited (Cape Town ),,Maitland Industrial Park,Maitland Industrial Park,215938605,Rough Work,Maitland Industrial Park,Maitland,,,,,786
634,FEZEKILE ALC,,,"DASSIE ROAD, BONGOLETHU, OUDTSHOORN",044-2793253,Rough Work,DASSIE ROAD,BONGOLETHU,,,,,787
636,Film Mentorship & Training,seton@filmsa.co.za,"Avalon Building 2, 2nd Floor 123 Hope Street Gardens 8001","Avalon Building 2, 2nd Floor 123 Hope Street Gardens Western Cape 8001",021-4617950,Rough Work,Avalon Building 2,2nd Floor 123 Hope Street Gardens Western Cape 8001,8001,,,,788
638,First Car Care (Pty) Ltd T/A STi Autobody Repairers (GOODWOOD) (DTTC),,"378 Voortrekker Road, Goodwood, Cape Town 8001","378 Voortrekker Road, Goodwood, Cape Town 8001",,Rough Work,378 Voortrekker Road,Goodwood,8001,,,,789
639,FMCG TRAINING SOLUTIONS CC,waynevr@fmcgtrainingsolutions.co.za,2 Altydbos Close Vierlanden Durbanville 7550,"17 Stuiwer Street Vierlanden, Durbanville  7550",0,Rough Work,17 Stuiwer Street Vierlanden,Durbanville  7550,7550,,,,790
64, Polyoak Business School (Pty) Ltd (DIEP RIVER) (TP),www.polyoak.com/,,"3rd Floor, Waterford House, Waterford Road, 7801",(0)21 7109200,Rough Work,3rd Floor,Waterford House,7801,,,,791
640,Folding & Finishing,,20 Mail Street,20 Mail Street,215058240,Rough Work,20 Mail Street,,,,,,792
642,FOREST HEIGHTS SECONDARY ALC,,,"BLOEKOM AVENUE, FOREST HEIGHTS, EERSTE RIVER",021-9045802,Rough Work,BLOEKOM AVENUE,FOREST HEIGHTS,,,,,793
