ProviderID,Provider Name,Group Provider,Email,Postal address,Centre address,Telephone no,Room_Floor,Building,House Number,StreetName,Mini_Suburb,Suburb,City,Postal Code,Comment,Website,ContactName,ContactSurname,ID,ETQAs_providers_ID,OldStreetData,Old_Room_Floor,Old_Building,Old_House Number,Old_StreetName,Old_Suburb,Old_City,Old_Postal Code
45,Noluthando Training Industries (CAPE TOWN) TP,Noluthando Training Industries,nti-skills.org.za/,,"Jef Masemola Road, Greenpoint , Khayelitsha, 7784 ","27(0)21-3646243,",,,,Jef Masemola Road,,Khayelitsha,,7784 ,"Same Address, different campuses",,,,640,8,Rough Work,,,,Jef Masemola Road,Greenpoint,,7784 
451,Competency International SA (Pty) Ltd- To Remove,,,PO Box 815 Constantia 7848,32 Stowe Cresent Silvertree Estate Tokai 7945,021- 701-6601,,,32,Stowe Cresent,,Silvertree Estate Tokai,,,,,,,641,25,Rough Work,,,,32 Stowe Cresent Silvertree Estate Tokai 7945,,,7945
452,Competitive Capabilities International,,,P O Box 668 Greenpoint 8051,2nd Floor Newport House Cnr. Ebenezer & Prestwich Rd Greenpoint 8001,021-4190060,2nd Floor,Newport House,,Cnr. Ebenezer & Prestwich Rd,,Greenpoint,,,,,,,642,25,Rough Work,,,,2nd Floor Newport House Cnr. Ebenezer & Prestwich Rd Greenpoint 8001,,,8001
455,Computers 4 Kids,,marketing@computers4kids.co.za,P O Box 31143 TOKAI 7966,Unit 106 Block B3 Tokai Village Centre TOKAI Western Cape 7945,021-7127800,Unit 106,Block B3,,Tokai Village Centre,,TOKAI,Cape Town,7945,,,,,643,9,Rough Work,,,,Unit 106 Block B3 Tokai Village Centre TOKAI Western Cape 7945,,,7945
456,Concept Interactive (Cape) cc,,info@conceptinteractive.net,SUITE 159 POSTNET X18 RONDEBOSCH 7701,16 Main Road Rosebank Western Cape 7700,021-6850754,,,16,Main Road,,Rosebank,Cape Town,7700,,,,,644,9,Rough Work,,,,16 Main Road Rosebank Western Cape 7700,,,7700
459,CONDITION YELLOW SKILLS DEVELOPMENT AND FIREARMS TRAINING ACADEMY ,,info@firearm-training.co.za,,,,,726 farm,54,suikerbekkie east st,,"_x000d_
Joostenbergvlakte, Kraaifontein",,,,www.firearm-training.co.za,,,645,18,Rough Work,,,,,,,
46,Noluthando Training Industries (GREENPOINT) (TP),Noluthando Training Industries,nti-skills.org.za/,,"Jef Masemola Road, Greenpoint , Khayelitsha, 7784 ","27(0)21-3646243,",,,,Jef Masemola Road,,Khayelitsha,,7784 ,"Same Address, different campuses",,,,646,8,Rough Work,,,,Jef Masemola Road,Greenpoint,,7784 
460,Consol Limited: Consumer Flexible Packaging,,,10 Station Road,10 Station Road,219035138,,,10,Station Road,,,,,,,,,647,11,Rough Work,,,,10 Station Road,,,
462,Continuing Education for Africa,,Klubbe@hc.sun.ac.za,P O Box 173 Wellington 7654,47 Bain Street Wellington 7655,021- 873 3998,,,47,Bain Street,,Wellington,,,,,,,648,25,Rough Work,,,,47 Bain Street Wellington 7655,,,7655
463,CONVILLE,,,,"CONVILLE PRIM, PIENAAR STREET, GEORGE",044-8732324,,CONVILLE PRIM,,PIENAAR STREET,,GEORGE,GEORGE,,,,,,649,12,Rough Work,,CONVILLE PRIM,,PIENAAR STREET,GEORGE,GEORGE,
465,Cornerstone Institute (RF) NPC,,info@cornerstone.ac.za,P O Box 13434 OBSERVATORY  7705,"127 Cecil Road, Salt River, 7925.",(021)448-0050,,,127,Cecil Road,,Salt River,,7925,,,,,650,13,Rough Work,,,127,Cecil Road,Salt River,,7925
466,Cornway Training & Placement Center - Bellville ,,info@cornwaytraining.co.za,,"64 Bree Street
Bree Castle House Unit 20 4
2nd Floor
Cape Town 8000",021 424 1230,"Unit 20 4
2n Floor",Castle House,64,Bree Street,,Cape Town,,8000,,,,,651,2,Rough Work,"Unit 20 4
2n Floor",Castle House,64,Bree Street,Cape Town,,8000
469,Creative Minds Brackenfell,Creative Minds,cmbrackfell@mweb.co.za,Suite 225 Private Bag X13 Brackenfell  Cape Town 7561,11 Roslyn Street  Springbok Park  Brackenfell  Cape Town Western Cape 7561,021-982-6252,,,11,Roslyn Street,Springbok Park,Brackenfell,Cape Town,7561,,,,,652,9,Rough Work,,,,11 Roslyn Street  Springbok Park  Brackenfell  Cape Town Western Cape 7561,,,7561
47,Northlink College - Bellville Campus (BELLVILLE) (TP),Northlink College,www.northlink.co.za,"Private Bag X1, PANORAMA, 7506","80 Voortrekker Road, BELLVILLE, 7530",27 21 970 9200,,,80,Voortrekker Road,,Bellville,,7530,"Same Address, different campuses",,,,653,8,Rough Work,,,,80 Voortrekker Road,BELLVILLE,,7530
470,Creative Minds Worcester,Creative Minds,0,Posbus 819 Worcester 6849,Hoogstraat 22b Worcester Eastern Cape 6850,023-3423499,,,,Hoogstraat 22b,,Worcester,Worcester,6850,,,Duplicate Suburb/City,,654,9,Rough Work,,,,Hoogstraat 22b Worcester Eastern Cape 6850,,,6850
471,Creda Communications (W.C),Creda Communications,,Eliot Avenue,Eliot Avenue,215056210,,,,Eliot Avenue,,Epping Industria 2,,7475,,,,,655,11,Rough Work,,,,Eliot Avenue,,,
472,Creda Communications (W.C),Creda Communications,veronical@creda.co.za,P O Box 1200,,021- 505 6210,,,,Eliot Avenue,,Epping Industria,,7460,,,Veronica la Fleur,,656,4,,,,,Eliot Avenue,Epping Industria,,7460
473,Credit Blende Training (Pty) Ltd ,,cbt.training@linknet.co.za,,"Foreshore, Cape Town",011 450 3914/44,,,,Foreshore,,Cape Town,,,,,,,657,2,Rough Work,,,,Foreshore,Cape Town,,
475,CROSS SKILLS DEVELOPMENT,,,2 Richter Street Uitsicht Durbanville 7550,16 Dwyka Street Stikland,0,,,16,Dwyka Street,,Stikland,Cape Town,,,,,,658,3,Rough Work,,,,16 Dwyka Street Stikland,,,
476,CTP Limited,CTP Limited,,Cnr Caxton & Duminy Street,Cnr Caxton & Duminy Street,219296469,,,,Cnr Caxton & Duminy Street,,Parow East,,7500,,,,,659,11,Rough Work,,,,Cnr Caxton & Duminy Street,,,
477,CTP Limited,CTP Limited,Liezl@ctp-mail.co.za,P O Box 6060,,021-929 6469,,,,Cnr Caxton & Duminy Street,,Parow,,7500,,,Liezl Thiart,,660,4,,,,,Cnr Caxton & Duminy Street,Parow,,7500
479,CTP Printers - Cape Town,CTP Limited,,CTP Book Printers,CTP Book Printers,219296469,,,12,Boompies Street,,Parow East,,7501,,,,,661,11,Rough Work,,,,CTP Book Printers,,,
48,Northlink College - Wingfield Campus (BELLVILLE) (TP),Northlink College,www.northlink.co.za,"Private Bag X1, PANORAMA, 7506","80 Voortrekker Road, BELLVILLE, 7530",27 21 970 9200,,,80,Voortrekker Road,,Bellville,,7530,"Same Address, different campuses",,,,662,8,Rough Work,,,,80 Voortrekker Road,BELLVILLE,,7530
480,CTP Printers - Cape Town,CTP Limited,noelb@ctpwebcape.co.za,P O BOX 6060,,021- 929 6469,,,,Cnr Caxton & Duminy Street,,PAROW,,7500,,,Noel Bowers,,663,4,CTP Printers - CT,,,CTP Printers - CT,Cnr Caxton & Duminy Street,PAROW,,7500
481,Culhane Consulting,,info@culhane.consulting,19 Keurboom Crescent Plattekloof  7500,19 Keurboom Crescent Plattekloof  7500,021-9304227,,,19,Keurboom Crescent,,Plattekloof,,7500,,,,,664,21,Rough Work,,,,19 Keurboom Crescent Plattekloof  7500,,,7500
482,CWESI CLC,,,,"C/O WBHS, LOVERS WALK, WYNBERG",021-7974247,,C/O WBHS,,LOVERS WALK,,LOVERS WALK,WYNBERG,,,,,,665,12,Rough Work,,C/O WBHS,,LOVERS WALK,LOVERS WALK,WYNBERG,
483,Cyber Minds (PTY) Limited,,ina@minds.co.za,PO Box 6374 Welgemoed Cape Town 7538,157 1st Avenue Parow Cape Town Western Cape 7500,021 - 939 6344,,,157,1st Avenue,,Parow Industria,Cape Town,7500,,,,,666,9,Rough Work,,,,157 1st Avenue Parow Cape Town Western Cape 7500,,,7500
486,DAIRYBELLE (PTY) LTD - CAPE TOWN,,info@dairybelle.co.za,PO Box 2 Eppindust 7475,2 Cochrane Avenue Eppindust,021-5352426,,,2,Cochrane Avenue,,Eppindust,Cape Town,,,,,,667,3,Rough Work,,,,2 Cochrane Avenue Eppindust,,,
487,DAL JOSAFAT ALC,,,,"GROENHEUWEL PRIMARY, SYMPHONY AVENUE, GROENHEUWEL",021-8642418,,GROENHEUWEL PRIMARY,,SYMPHONY AVENUE,,GROENHEUWEL,GROENHEUWEL,,,,,,668,12,Rough Work,,GROENHEUWEL PRIMARY,,SYMPHONY AVENUE,GROENHEUWEL,GROENHEUWEL,
488,DAMBA ALC,,,,"SILUMKO STREET, KHAYELTISHA, KHAYELITSHA",021-3615100,,,,SILUMKO STREET,,KHAYELTISHA,KHAYELITSHA,,,,,,669,12,Rough Work,,,,SILUMKO STREET,KHAYELTISHA,KHAYELITSHA,
489,Damelin - Mowbray ,Damelin,,,12 Liesbeek Parkway Mowbray,0216816000,,,12,Liesbeek Parkway,,Mowbray,,,,,,,670,2,Rough Work,,,12,Liesbeek Parkway,Mowbray,,
490,Damelin (Pty) Ltd,Damelin,deg@damelin.co.za,92 Overport Drive Juniper House 4th Floor OVERPORT Durban 4067,"12 Liesbeeck  Parkway, Mowbray, Cape Town, 8000.",(031) 251 9300,,,12,Liesbeeck  Parkway,,Mowbray,,8000,,,,,671,13,Rough Work,,,12,Liesbeeck  Parkway,Mowbray,,8000
491,Damelin Correspondence College (Pty) Ltd,Damelin,,P.O Box 19 Cape Town 8000,ICG House 130 Strand Street Cape Town Western Cape 8001,021-417-6700,,ICG House,130,Strand Street,,Cape Town,Cape Town,8001,,,Duplicate Suburb/City,,672,9,Rough Work,,,,ICG House 130 Strand Street Cape Town Western Cape 8001,,,8001
492,Damelin Correspondence College (Pty) Ltd,Damelin,0,P.O Box 19 Cape Town 8000,ICG House 130 Strand Street Cape Town Western Cape 8001,021-417-6700,,ICG House,130,Strand Street,,Cape Town,Cape Town,8001,,,Duplicate Suburb/City,,673,9,Rough Work,,,,ICG House 130 Strand Street Cape Town Western Cape 8001,,,8001
493,"Damelin Correspondence College (Pty) Ltd CG,",Damelin,Penny.VanderByl@ICG.edu.za,,"64 St George's Mall
Cape Town
8001",0214176700,,,64,St George's Mall,,Cape Town,,8001,,,,,674,17,Rough Work,,,64,St George's Mall,Cape Town,,8001
494,Damelin Correspondence College ,Damelin,,,"64 St George's Mall
Cape Town
8001",0214241649,,,64,St George's Mall,,Cape Town,,8001,,,,,675,2,Rough Work,,,64,St George's Mall,Cape Town,,8001
495,Damelin Namaqualand (Springbok),Damelin,damspring@kingsley.co.za,0,Damelin Namaqualand (Springbok) 0000,027-7441151,,,,,,Springbok,,0000,OTHER PROVINCE,,,,676,20,Rough Work,,,,Damelin Namaqualand (Springbok) 0000,,,0000
496,Damelin PTY Ltd,Damelin,nolan.charles@damelin.co.za,,12 Liesbeek Parkway Mowbray,(031) 713 3800/ 084 555 3989,,,12,Liesbeek Parkway,,Mowbray,,7700,,,,,677,6,Rough Work,,,12,Liesbeek Parkway,Mowbray,,7700
497,DAMELIN TECHNICAL DIVISION (Cape Town)(TP),Damelin,,,,,,,8,Darling Street,,Cape Town,,8000,Address Added,,,,678,8,Rough Work,,,,,,,
498,DANKBAAR,,,,"DISALAAN, RIVIERSONDEREND, RIVIERSONDEREND",028-2611286,,,,DISALAAN,,RIVIERSONDEREND,RIVIERSONDEREND,,,,,,679,12,Rough Work,,,,DISALAAN,RIVIERSONDEREND,RIVIERSONDEREND,
499,Dantall,,chantal@dantal.co.za,P.O.Box 239 Newlands 7725,49 Roodebloem Road Woodstock Cape Town Western Cape 7925,021-4245736,,,49,Roodebloem Road,,Woodstock,Cape Town,7925,,,,,680,9,Rough Work,,,,49 Roodebloem Road Woodstock Cape Town Western Cape 7925,,,7925
5,HEUNIS ENGINEERING (Saldanha),,heunusmf@imaginet.co.za,"P O Box 472, SALDANHA, 7395","Verolme Kamp Street, SALDANHA, 7395",022 714 4114,,,,Verolme Kamp Street,,SALDANHA,SALDANHA,7395,,,Duplicate Suburb/City,,681,8,Rough Work,,,,Verolme Kamp Street,SALDANHA,,7395
50,OMNI HR Consulting (Pty) Ltd (CAPE TOWN) (Non Merseta TP),,www.omnihrc.com,,,021 685 9160,First Floor,Noland House,,River Park,,Mowbray,,7700,Address Added,,,,682,8,Rough Work,,,,,,,
500,DanTall Pty Ltd,,chantal@dantall.co.za,"49 Roodebloem Road, Woodstock Cape Town 8001","49 Roodebloem Road, Woodstock Cape Town 8001",021-424 5736,,,49,Roodebloem Road,,Woodstock,Cape Town,8001,,,,,683,19,Rough Work,,,,49 Roodebloem Road,Woodstock Cape Town 8001,,8001
501,DARLING CLC,,,,"VOORUITSIG PRIMARY, DURBAN STREET, DARLING",022-4864541,,VOORUITSIG PRIMARY,,DURBAN STREET,,DARLING,DARLING,,,,,,684,12,Rough Work,,VOORUITSIG PRIMARY,,DURBAN STREET,DARLING,DARLING,
502,DASBOSCH,,,,"LONG STREET, DASBOSCH, PORTERVILLE",022-9313947,,,,LONG STREET,,DASBOSCH,PORTERVILLE,,,,,,685,12,Rough Work,,,,LONG STREET,DASBOSCH,PORTERVILLE,
503,Dataforce Trading 225 (Pty) Ltd t/a Smart Brain,,brand.smartbrain@gmail.com,39 John X Merriman Street Cape Town 7530,39 John X Merriman Street Cape Town 7530,021-945 3623,,,39,John X Merriman Street,,Cape Town,Cape Town,,,,Duplicate Suburb/City,,686,25,Rough Work,,,,39 John X Merriman Street Cape Town 7530,,,7530
504,DAV PROFESSIONAL PLACEMENT GROUP ,,cptinfo@dav.co.za,"PO Box 6805, Roggebaai, 8012","45 Sir Lowry Road, Woodstock, 7925",021 468 7000,,,45,Sir Lowry Road,,Woodstock,,7925,,,,,687,2,Rough Work,,,45,Sir Lowry Road,Woodstock,,7925
505,DCCT ALPF,,,,"GORDON RD, HEATHFIELD, HEATHFIELD",021-7127904,,GORDON RD,,HEATHFIELD,,HEATHFIELD,HEATHFIELD,,,,,,688,12,Rough Work,,GORDON RD,,HEATHFIELD,HEATHFIELD,HEATHFIELD,
506,De Compu School Malmesbury cc,,dcsm@mweb.co.za,No 8 Duthie Street Malmesbury 7300,No 8 Duthie Street Malmesbury Western Cape 7300,022- 482-1100,,,8,Duthie Street,,Malmesbury,Malmesbury,7300,,,Duplicate Suburb/City,,689,9,Rough Work,,,,No 8 Duthie Street Malmesbury Western Cape 7300,,,
507,DE DOORNS ALC,,,,"PEOPLE'S CENTRE, DE DOORNS - EAST, DE DOORNS",021-8642418,,PEOPLE'S CENTRE,,DE DOORNS - EAST,,DE DOORNS - EAST,DE DOORNS,,,,,,690,12,Rough Work,,PEOPLE'S CENTRE,,DE DOORNS - EAST,DE DOORNS - EAST,DE DOORNS,
508,DE LA ROCHE,,,,"DE LA ROCHE, HOOFSTRAAT, NOORDER PAARL",021-8642418,,DE LA ROCHE,,HOOFSTRAAT,,NOORDER PAARL,NOORDER PAARL,,,,,,691,12,Rough Work,,DE LA ROCHE,,HOOFSTRAAT,NOORDER PAARL,NOORDER PAARL,
509,DE RUST,,,,"DE RUST SECONDARY, DE RUST, 2ND AVENUE, OUDTSHOORN",044-2793253,,DE RUST SECONDARY,,DE RUST,,DE RUST,2ND AVENUE,,,,,,692,12,Rough Work,,DE RUST SECONDARY,,DE RUST,DE RUST,2ND AVENUE,
51,OPTIMUM LEARNING TECHNOLOGIES (PTY) LTD (Goodwood) (Non Merseta TP),,,,,,,,,Bella Rosa Street,,Rosenpark,,7550,Address Added,,,,693,8,Rough Work,,,,,,,
510,DE RUST FUTURA GEMEENSKAPS LEERSENTRUM,,,,"PATRYSLAAGTYE, DE RUST LANDGOED, GRABOUW",021-8440448,,PATRYSLAAGTYE,,DE RUST LANDGOED,,DE RUST LANDGOED,GRABOUW,,,,,,694,12,Rough Work,,PATRYSLAAGTYE,,DE RUST LANDGOED,DE RUST LANDGOED,GRABOUW,
511,DE TUINLANDGOED,,,,"DE TUINLANDGOED, HALFMANSHOF, PORTERVILLE",022-9313947,,DE TUINLANDGOED,,HALFMANSHOF,,HALFMANSHOF,PORTERVILLE,,,,,,695,12,Rough Work,,DE TUINLANDGOED,,HALFMANSHOF,HALFMANSHOF,PORTERVILLE,
512,De Villiers Broodryk Paarl Ingelyf ,,,"PO BOX 251, PAARL, 7620","10 VAN DER LINGEN STREET, PAARL, WESTERN CAPE, ZA",(021) 872-3172,,,10,VAN DER LINGEN STREET,,PAARL,,,,,,,696,2,Rough Work,,,10,VAN DER LINGEN STREET,PAARL,,
513,De Vries Manangement and Training Services,,roydevries@telkomsa.net,"20 MARGARET STREET, GAYLEE, BLACKHEATH, 7580","20 MARGARET STREET, GAYLEE, BLACKHEATH, 7580",(021) 905 6360,,,20,MARGARET STREET,,GAYLEE,Blackheath,7580,,,,,697,6,Rough Work,,,20,MARGARET STREET,GAYLEE,Blackheath,7580
515,DELFT CLC,,,,"SUNRAY PRIMARY, MAIN ROAD, DELFT",073-5976374,,SUNRAY PRIMARY,,MAIN ROAD,,DELFT,DELFT,,,,,,698,12,Rough Work,,SUNRAY PRIMARY,,MAIN ROAD,DELFT,DELFT,
516,DELFT SOUTH,,,,"SUNRAY PRIMARY, DELFT MAIN ROAD, DELFT",073-5976374,,SUNRAY PRIMARY,,DELFT MAIN ROAD,,DELFT,DELFT,,,,,,699,12,Rough Work,,SUNRAY PRIMARY,,DELFT MAIN ROAD,DELFT,DELFT,
52,Optimum Learning Technologies (Pty) Ltd (ROSENPARK) (TP),,www.optimumlearn.com,,"1st Floor, Block D, Belvedere Office Park,, Rosen Park, Cape Town",219 142 127,1st Floor,Block D  Belvedere Office Park,,Bella Rosa Street,,Rosenpark,,7550,,,,,700,8,Rough Work,,,,"1st Floor,  Block D",Belvedere Office Park,,
523,Development Bank of Southern Africa (DBSA),Development Bank of Southern Africa,webmaster@dbsa.org ,PO Box 1234 Halfway House 1685,Development Bank of Southern Africa  Headway Hill  1258 Lever Rd Midrand,011  313 3911,,,,Development Bank of Southern Africa  Headway Hill  1258 Lever Rd Midrand,,,,,,,,,701,7,Rough Work,,,,Development Bank of Southern Africa  Headway Hill  1258 Lever Rd Midrand,,,
524,Development Bank of Southern Africa (DBSA) ,Development Bank of Southern Africa,webmaster@dbsa.org ,PO Box 1234 Halfway House 1685,Development Bank of Southern Africa  Headway Hill  1258 Lever Rd Midrand,011  313 3911,,,,Development Bank of Southern Africa  Headway Hill  1258 Lever Rd Midrand,,,,,,,,,702,7,Rough Work,,,,Development Bank of Southern Africa  Headway Hill  1258 Lever Rd Midrand,,,
525,DIAZVILLE ALC,,,,"DIAZVILLE PRIMARY, VRAAGOM STREET, DIAZVILLE",072-5501231,,DIAZVILLE PRIMARY,,VRAAGOM STREET,,DIAZVILLE,DIAZVILLE,,,,,,703,12,Rough Work,,DIAZVILLE PRIMARY,,VRAAGOM STREET,DIAZVILLE,DIAZVILLE,
526,DIE DUINE ALC,,,,"SECOND AVENUE, LOTUS RIVER, CAPE TOWN",021-7034165,,,,SECOND AVENUE,,LOTUS RIVER,CAPE TOWN,,,,,,704,12,Rough Work,,,,SECOND AVENUE,LOTUS RIVER,CAPE TOWN,
527,DIE HOEK,,,,"DIE HOEK FARMS, EN BO DOORNRIVIER, WORCESTER",028-8400961,,DIE HOEK FARMS,,EN BO DOORNRIVIER,,EN BO DOORNRIVIER,WORCESTER,,,,,,705,12,Rough Work,,DIE HOEK FARMS,,EN BO DOORNRIVIER,EN BO DOORNRIVIER,WORCESTER,
528,Die Nooitgedacht Pers cc,,,19A Woodlands Road,19A Woodlands Road,214487751,,,19A,Woodlands Road,,Woodstock,,7925,,,,,706,11,Rough Work,,,,19A Woodlands Road,,,
53,OWENS AUTO (Epping Industria),,,"99C Bofors Circle, EPPING, 7460","99C Bofors Circle, EPPING, 7460",021 3850525,,,99C,99C Bofors Circle,,Epping,,7460,,,,,707,8,Rough Work,,,,99C Bofors Circle,EPPING,,7460
530,DIE ONS WERELD CLC,,,,"VAN EYCK AVENUE, LADISMITH SEKONDER, LADISMITH",044-2793253,,,,VAN EYCK AVENUE,,LADISMITH SEKONDER,LADISMITH,,,,,,708,12,Rough Work,,,,VAN EYCK AVENUE,LADISMITH SEKONDER,LADISMITH,
531,DIE POORT,,,,"DIE POORT, UITZIG FARM (N7), CITRUSDAL",021-6921355,,DIE POORT,,UITZIG FARM (N7),,UITZIG FARM (N7),CITRUSDAL,,,,,,709,12,Rough Work,,DIE POORT,,UITZIG FARM (N7),UITZIG FARM (N7),CITRUSDAL,
532,DILIZUNGAZI,,,,"JABAVU ROAD, KWA-MANDLENKOSI, BEAUFORT WEST",023-4143834,,,,JABAVU ROAD,,KWA-MANDLENKOSI,BEAUFORT WEST,,,,,,710,12,Rough Work,,,,JABAVU ROAD,KWA-MANDLENKOSI,BEAUFORT WEST,
533,Dimensional Stunt School,,admin@stuntschool.co.za,P.O.Box 717 Greenpoint CAPE TOWN Western Cape 8071,9 Bree Street  Touchstone House CAPE TOWN 8000,021-4256431,,Touchstone House,9,Bree Street,,Cape Town,Cape Town,8000,,,Duplicate Suburb/City,,711,9,Rough Work,,,,9 Bree Street  Touchstone House CAPE TOWN 8000,,,
535,DISTELL (PTY) LTD.,,ddippenaar@distell.co.za,PO Box 184 Stellenbosch 7599,Libertas Building Adam Tas Street,021-8097662,,Libertas Building,,Adam Tas Street,,Stellenbosch,Stellenbosch,,,,Duplicate Suburb/City,,712,3,Rough Work,,,,Libertas Building Adam Tas Street,,,
538,Divfood Paarl,Divfood Paarl,,Van der Stel Street,Van der Stel Street,218682030,,,,Van der Stel Street,,PAARL,PAARL,7646,,,Duplicate Suburb/City,,713,11,Rough Work,,,,Van der Stel Street,,,
539,Divfood Paarl,Divfood Paarl,EP.Basson2@za.nampak.com,P O BOX 388,,021- 868 2030,,,,Van der Stel Street,,Daljosafat,PAARL,7620,,,EP.Basson,,714,4,Van der Stel Street,,,Van der Stel Street,Daljosaphat,PAARL,,7620
540,DNL Training,,rowan@dnltraining.com,P O BOX 6655 WELGEMOED 1 7538,6 CONSTANTIA MEWS CONSTANTIA ROAD DURBANVILLE 7550,021-9750001,,CONSTANTIA MEWS,6,CONSTANTIA ROAD,,DURBANVILLE,DURBANVILLE,7550,,,,,715,25,Rough Work,,,,6 CONSTANTIA MEWS CONSTANTIA ROAD DURBANVILLE 7550,,,
542,DOORNRIVIER ALC,,,,"NIEUWE MORGEN PRIM, SCHERPENHEUWEL, WORCESTER",023-3427633,,NIEUWE MORGEN PRIM,,SCHERPENHEUWEL,,SCHERPENHEUWEL,WORCESTER,,,,,,716,12,Rough Work,,NIEUWE MORGEN PRIM,,SCHERPENHEUWEL,SCHERPENHEUWEL,WORCESTER,
543,DORINGBAAI,,,,"MANDELA STREET, VANRHYNSDORP, VANRHYNSDORP",027-2192031,,,,MANDELA STREET,,VANRHYNSDORP,VANRHYNSDORP,,,,,,717,12,Rough Work,,,,MANDELA STREET,VANRHYNSDORP,VANRHYNSDORP,
544,DRAKENSTEIN KORREKTIEWE DIENSTE,,,,"DRAKENSTEIN PRISON, WEMMERSHOEK ROAD, PAARL",021-8648118,,DRAKENSTEIN PRISON,,WEMMERSHOEK ROAD,,PAARL,PAARL,,,,,,718,12,Rough Work,,DRAKENSTEIN PRISON,,WEMMERSHOEK ROAD,PAARL,PAARL,
545,Drukkor Printing,,,7 Hibernia Street,7 Hibernia Street,448744435,,,7,Hibernia Street,,GEORGE,GEORGE,6529,,,Duplicate Suburb/City,,719,11,Rough Work,,,,7 Hibernia Street,,,
547,DRW Consultancy Enterprises CC,,deon@mindmagic.co.za,0,0,021-4487112,,,,0,,,,,,,,,720,9,Rough Work,,,,0,,,
549,DUENS BAKERY,,Saskofoods@121group.co.za,PO Box 319 Eppinndust Western Cape 7475,17 Fisher Avenue Eppinndust,021-5344786,,,17,Fisher Avenue,,Eppinndust,Cape Town,,,,,,721,3,Rough Work,,,,17 Fisher Avenue Eppinndust,,,
550,Durbanville College (Pty) Ltd,,info@durbanvilecollege.ac.za,P O Box 1668 DURBANVILLE 3551,"2, The Crescent, Durbanville, 7550",(021) 975-1038,,,2,The Crescent,,Durbanville,,7550,,,,,722,13,Rough Work,,,2,The Crescent,Durbanville,,7550
552,DWARSRIVIER CORRECTIONALSERVICES,,,,"DWARSRIVIER CORRECTIONAL SERVI,DE LIEDFE ROAD, WOLSELEY",023-2311011,,DWARSRIVIER CORRECTIONAL SERVI,,DE LIEDFE ROAD,,WOLSELEY,WOLSELEY,,,,,,723,12,Rough Work,,DWARSRIVIER CORRECTIONAL SERVI,,DE LIEDFE ROAD,WOLSELEY,WOLSELEY,
553,Dyna Training Pty Ltd,Dyna Training,dynaindu@iafrica.com,PO BOX 619 ROGGEBAAI 1 8012,UNIT D7 COLLINGWOOD BUILDING BLACKRIVER PARK FIR STREET OBSERVATORY 7925,021-4476547,,COLLINGWOOD BUILDING,,FIR STREET,,BLACKRIVER  PARK OBSERVATORY,,7925,,,,,724,25,Rough Work,,,,UNIT D7 COLLINGWOOD BUILDING BLACKRIVER PARK FIR STREET OBSERVATORY 7925,,,
554,Dyna Training Pty Ltd,Dyna Training,nqplus@iafrica.com,"Unit D7, Collingwood Building, Black River Park, Observatory Cape Town 7925","Unit D7, Collingwood Building, Black River Park, Observatory Cape Town 7925",021-5565856,Unit D7,Collingwood Building,Black River Park,,,Observatory,Cape Town,,,,,,725,19,Rough Work,,,,Unit D7,Collingwood Building,,
555,Dynamiq Staffing Solutions,,mooneera@zikhethele.co.za,P O Box 6920 Roggebaai 8012,South Arm Road Duncan Dock Cape Town Harbour Cape Town 8000,021-401 8737,,,,South Arm Road,,Cape Town Harbour,Cape Town,8000,,,,,726,25,Rough Work,,,,South Arm Road Duncan Dock Cape Town Harbour Cape Town 8000,,,
556,Dynamix Computer Training Center,Dynamix Computer Training Center,,P O Box 11383 Bloubergrant 7443,"9th Floor, Manhattan Plaza 100 Edward Road Tygervalley  Western Cape 7443",021-9140441,9th Floor,Manhattan Plaza,100,Edward Road,,Tygervalley,Cape Town,7443,,,,,727,9,Rough Work,,,,9th Floor,Manhattan Plaza 100 Edward Road Tygervalley  Western Cape 7443,,
557,Dynamix Computer Training Center,Dynamix Computer Training Center,0,P O Box 11383 Bloubergrant 7443,"9th Floor, Manhattan Plaza 100 Edward Road Tygervalley  Western Cape 7443",021-9140441,9th Floor,Manhattan Plaza,100,Edward Road,,Tygervalley,Cape Town,7443,,,,,728,9,Rough Work,,,,9th Floor,Manhattan Plaza 100 Edward Road Tygervalley  Western Cape 7443,,
558,DYSSELDORP,,,,"DYSSELDORP PRIMARY, DYSSELS ROAD, DYSSELSDORP",044-2793253,,DYSSELDORP PRIMARY,,DYSSELS ROAD,,DYSSELSDORP,DYSSELSDORP,,,,,,729,12,Rough Work,,DYSSELDORP PRIMARY,,DYSSELS ROAD,DYSSELSDORP,DYSSELSDORP,
559,E Salomon & Co ,,esalomon@salomon.co.za,PO Box 3302 Tygervalley 7536,"2 Canal Side, Heron Crescent, Century City, Cape Town",0215527905,2,Canal Side,,Heron Crescent,,Century City,,,,,,,730,2,Rough Work,2,Canal Side,,Heron Crescent,Century City,,
